season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,defending__recovered_ball,defending__tacklestackles_won,defending__tackles_lost,defending__clearance_attempted,defending__matches_appearance
2016,50139,JUV,Juventus,Juventus,Italy,Italia,342,,36,171,8
2016,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,334,,38,134,6
2016,52682,MUN,Man Utd,Man Utd,England,Inglaterra,322,,21,73,6
2016,5312,LYO,Lyon,Lyon,France,Francia,315,,16,102,6
2016,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,311,,36,140,6
2016,2600605,AST,Astana,Astana,Kazakhstan,Kazajstán,310,,25,121,6
2016,52268,VAL,Valencia,Valencia,Spain,España,296,,41,103,6
2016,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,280,,21,166,6
2016,50064,POR,Porto,Porto,Portugal,Portugal,274,,23,107,6
2016,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,261,,27,144,6
2016,50152,MAL,Malmö,Malmö,Sweden,Suecia,259,,26,171,6
2016,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,255,,22,149,6
2016,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,253,,27,83,6
2016,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,252,,19,137,6
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,250,,55,147,6
2016,52714,SEV,Sevilla,Sevilla,Spain,España,224,,20,64,6
2017,50124,ATM,Atleti,Atleti,Spain,España,677,,69,310,12
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,666,,67,196,13
2017,50023,MON,Monaco,Monaco,France,Francia,605,,53,316,12
2017,50139,JUV,Juventus,Juventus,Italy,Italia,564,,81,219,13
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,541,,49,321,10
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,522,,56,151,10
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,503,,46,199,8
2017,50080,BAR,Barcelona,Barcelona,Spain,España,473,,68,117,10
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,465,,50,161,10
2017,50136,NAP,Napoli,Napoli,Italy,Italia,421,,27,110,8
2017,50064,POR,Porto,Porto,Portugal,Portugal,405,,28,181,8
2017,52747,PSG,Paris,Paris,France,Francia,395,,54,136,8
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,388,,21,180,8
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,381,,41,130,8
2017,52714,SEV,Sevilla,Sevilla,Spain,España,358,,50,134,8
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,349,,28,230,6
2017,52919,MCI,Man City,Man City,England,Inglaterra,342,,30,108,8
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,334,,26,117,6
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,334,,24,163,6
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,328,,56,171,6
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,308,,38,95,6
2017,5312,LYO,Lyon,Lyon,France,Francia,301,,35,102,6
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,298,,23,158,6
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,297,,30,139,6
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,290,,42,152,6
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,288,,28,125,6
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,282,,33,135,6
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,277,,27,154,6
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,277,,26,164,6
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,275,,30,94,6
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,274,,23,116,6
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,258,,50,189,6
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,686,,71,302,13
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,597,,67,229,13
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,569,,67,146,12
2018,50137,ROM,Roma,Roma,Italy,Italia,544,,62,219,12
2018,52714,SEV,Sevilla,Sevilla,Spain,España,501,,70,179,10
2018,52919,MCI,Man City,Man City,England,Inglaterra,479,,57,128,10
2018,50080,BAR,Barcelona,Barcelona,Spain,España,477,,39,144,10
2018,50139,JUV,Juventus,Juventus,Italy,Italia,447,,99,199,10
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,422,,34,163,8
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,412,,65,214,8
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,409,,40,124,8
2018,50064,POR,Porto,Porto,Portugal,Portugal,393,,39,193,8
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,374,,41,129,8
2018,52747,PSG,Paris,Paris,France,Francia,368,,65,123,8
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,361,,48,116,6
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,360,,35,168,8
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,336,,52,176,6
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,335,,49,168,8
2018,50023,MON,Monaco,Monaco,France,Francia,326,,50,115,6
2018,50124,ATM,Atleti,Atleti,Spain,España,306,,53,117,6
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,302,,54,106,6
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,300,,43,84,6
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,298,,58,168,6
2018,50136,NAP,Napoli,Napoli,Italy,Italia,292,,48,76,6
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,286,,45,174,6
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,278,,41,120,6
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,277,,37,179,6
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,271,,37,74,6
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,269,,59,221,6
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,269,,52,162,6
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,258,,38,97,6
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,255,,63,142,6
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,638,,56,227,13
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,626,,78,262,12
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,578,,63,270,13
2019,50064,POR,Porto,Porto,Portugal,Portugal,514,,40,247,10
2019,50080,BAR,Barcelona,Barcelona,Spain,España,511,,56,221,12
2019,50139,JUV,Juventus,Juventus,Italy,Italia,437,,33,184,10
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,428,,40,169,8
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,418,,57,217,10
2019,52919,MCI,Man City,Man City,England,Inglaterra,415,,30,155,10
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,396,,20,142,8
2019,50124,ATM,Atleti,Atleti,Spain,España,395,,38,165,8
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,379,,42,168,8
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,376,,30,126,8
2019,5312,LYO,Lyon,Lyon,France,Francia,357,,25,199,8
2019,52747,PSG,Paris,Paris,France,Francia,354,,50,157,8
2019,50137,ROM,Roma,Roma,Italy,Italia,353,,36,172,8
2019,50136,NAP,Napoli,Napoli,Italy,Italia,328,,49,141,6
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,299,,18,120,6
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,296,,48,146,6
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,288,,23,187,6
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,286,,30,145,6
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,281,,29,93,6
2019,50023,MON,Monaco,Monaco,France,Francia,276,,25,121,6
2019,50138,INT,Inter,Inter,Italy,Italia,270,,28,122,6
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,269,,56,225,6
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,261,,24,153,6
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,260,,37,172,6
2019,52268,VAL,Valencia,Valencia,Spain,España,258,,37,127,6
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,250,,27,208,6
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,247,,22,171,6
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,235,,23,108,6
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,228,,34,153,6
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,525,,38,205,10
2020,5312,LYO,Lyon,Lyon,France,Francia,487,,39,247,10
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,472,,42,112,11
2020,52747,PSG,Paris,Paris,France,Francia,470,,62,200,11
2020,50124,ATM,Atleti,Atleti,Spain,España,447,,29,223,9
2020,52919,MCI,Man City,Man City,England,Inglaterra,400,,29,95,9
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,399,,19,141,8
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,398,,21,85,8
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,394,,47,169,9
2020,50080,BAR,Barcelona,Barcelona,Spain,España,368,,40,153,9
2020,50136,NAP,Napoli,Napoli,Italy,Italia,361,,32,181,8
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,346,,26,111,8
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,343,,23,140,8
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,339,,15,136,8
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,334,,22,137,6
2020,52268,VAL,Valencia,Valencia,Spain,España,322,,30,209,8
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,319,,20,184,6
2020,50139,JUV,Juventus,Juventus,Italy,Italia,317,,41,150,8
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,298,,30,98,6
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,298,,24,98,6
2020,75797,LIL,Lille,Lille,France,Francia,297,,22,141,6
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,293,,27,149,6
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,278,,19,63,6
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,277,,21,135,6
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,277,,10,168,6
2020,50138,INT,Inter,Inter,Italy,Italia,275,,33,105,6
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,275,,18,109,6
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,264,,14,119,6
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,257,,23,162,6
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,239,,15,134,6
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,231,,16,160,6
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,222,,20,125,6
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,571,,54,263,13
2021,52747,PSG,Paris,Paris,France,Francia,548,,84,261,12
2021,52919,MCI,Man City,Man City,England,Inglaterra,532,,51,148,13
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,530,,81,176,12
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,499,,47,197,10
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,469,,42,200,10
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,444,,65,143,10
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,440,,45,169,8
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,436,,35,140,8
2021,50064,POR,Porto,Porto,Portugal,Portugal,410,,65,265,10
2021,50124,ATM,Atleti,Atleti,Spain,España,406,,33,182,8
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,365,,33,142,8
2021,52714,SEV,Sevilla,Sevilla,Spain,España,358,,40,108,8
2021,50139,JUV,Juventus,Juventus,Italy,Italia,348,,52,112,8
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,342,,42,130,6
2021,50080,BAR,Barcelona,Barcelona,Spain,España,337,,22,66,8
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,335,,45,146,8
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,327,,24,139,6
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,321,,29,123,6
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,308,,21,100,6
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,304,,18,84,6
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,289,,32,135,6
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,286,,28,123,6
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,277,,35,87,6
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,262,,34,153,6
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,260,,29,203,6
2021,55031,REN,Rennes,Rennes,France,Francia,255,,26,106,6
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,250,,23,143,6
2021,50138,INT,Inter,Inter,Italy,Italia,240,,19,60,6
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,237,,18,150,6
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,236,,46,124,6
2021,52748,MAR,Marseille,Marseille,France,Francia,234,,24,95,6
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,568,,69,155,13
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,514,,90,194,13
2022,70691,VIL,Villarreal,Villarreal,Spain,España,462,,77,290,12
2022,52919,MCI,Man City,Man City,England,Inglaterra,448,,65,119,12
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,439,,52,92,10
2022,50124,ATM,Atleti,Atleti,Spain,España,425,,72,185,10
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,403,,51,103,10
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,390,,72,214,10
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,369,,72,158,8
2022,75797,LIL,Lille,Lille,France,Francia,362,,47,138,8
2022,50139,JUV,Juventus,Juventus,Italy,Italia,349,,52,125,8
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,327,,61,83,8
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,317,,46,137,8
2022,50138,INT,Inter,Inter,Italy,Italia,306,,62,115,8
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,282,,44,75,6
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,281,,67,131,8
2022,52747,PSG,Paris,Paris,France,Francia,280,,61,141,8
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,280,,36,104,6
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,277,,43,85,6
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,276,,51,84,6
2022,50058,MIL,Milan,Milan,Italy,Italia,272,,40,123,6
2022,52714,SEV,Sevilla,Sevilla,Spain,España,272,,35,66,6
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,262,,41,120,6
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,261,,48,96,6
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,260,,24,156,6
2022,50064,POR,Porto,Porto,Portugal,Portugal,249,,59,120,6
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,242,,35,135,6
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,237,,43,109,6
2022,50080,BAR,Barcelona,Barcelona,Spain,España,235,,52,48,6
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,226,,63,186,6
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,209,,40,149,6
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,209,,28,87,6
2023,50138,INT,Inter,Inter,Italy,Italia,494,,108,290,13
2023,52919,MCI,Man City,Man City,England,Inglaterra,484,,77,143,13
2023,50058,MIL,Milan,Milan,Italy,Italia,452,,97,184,12
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,442,,73,162,10
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,431,,80,165,12
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,426,,88,131,10
2023,50136,NAP,Napoli,Napoli,Italy,Italia,419,,79,161,10
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,411,,84,175,10
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,376,,66,128,8
2023,52747,PSG,Paris,Paris,France,Francia,333,,72,109,8
2023,50064,POR,Porto,Porto,Portugal,Portugal,329,,65,161,8
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,326,,85,125,8
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,323,,63,147,8
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,322,,65,86,8
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,317,,40,103,8
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,295,,64,186,8
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,272,,55,125,6
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,266,,51,127,6
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,246,,51,102,6
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,244,,64,130,6
2023,52748,MAR,Marseille,Marseille,France,Francia,243,,44,63,6
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,236,,47,130,6
2023,50124,ATM,Atleti,Atleti,Spain,España,236,,42,85,6
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,234,,47,154,6
2023,50080,BAR,Barcelona,Barcelona,Spain,España,231,,47,65,6
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,226,,55,117,6
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,223,,40,116,6
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,221,,61,133,6
2023,50139,JUV,Juventus,Juventus,Italy,Italia,220,,52,83,6
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,219,,39,116,6
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,218,,46,94,6
2023,52714,SEV,Sevilla,Sevilla,Spain,España,207,,67,95,6
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,557,,108,268,13
2024,52747,PSG,Paris,Paris,France,Francia,489,,102,140,12
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,467,,84,185,12
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,463,,93,200,13
2024,50124,ATM,Atleti,Atleti,Spain,España,432,,83,216,10
2024,50080,BAR,Barcelona,Barcelona,Spain,España,378,,63,152,10
2024,52919,MCI,Man City,Man City,England,Inglaterra,352,,57,93,10
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,342,,89,139,8
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,333,,66,215,8
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,329,,70,108,8
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,328,,69,137,10
2024,50138,INT,Inter,Inter,Italy,Italia,327,,56,165,8
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,317,,72,133,8
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,314,,75,151,8
2024,50136,NAP,Napoli,Napoli,Italy,Italia,313,,55,155,8
2024,50064,POR,Porto,Porto,Portugal,Portugal,298,,66,150,8
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,276,,44,139,6
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,269,,59,106,6
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,264,,48,173,6
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,260,,59,83,6
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,258,,47,154,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,257,,51,115,6
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,245,,55,124,6
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,234,,59,105,6
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,229,,51,96,6
2024,52714,SEV,Sevilla,Sevilla,Spain,España,227,,70,120,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,226,,36,130,6
2024,52277,LEN,Lens,Lens,France,Francia,225,,52,122,6
2024,52336,BRA,Braga,Braga,Portugal,Portugal,216,,54,112,6
2024,50058,MIL,Milan,Milan,Italy,Italia,214,,44,116,6
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,209,,52,138,6
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,198,,69,128,6
2025,52747,PSG,Paris,Paris,France,Francia,733,,136,291,17
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,588,,143,230,14
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,562,,102,132,14
2025,50138,INT,Inter,Inter,Italy,Italia,558,,109,362,15
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,536,,123,243,12
2025,50080,BAR,Barcelona,Barcelona,Spain,España,505,,100,206,14
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,493,,127,216,12
2025,50023,MON,Monaco,Monaco,France,Francia,469,,87,204,10
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,466,,145,214,14
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,450,,84,243,12
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,449,,92,171,14
2025,50124,ATM,Atleti,Atleti,Spain,España,443,,102,147,10
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,443,,90,160,12
2025,2601306,BRE,Brest,Brest,France,Francia,441,,105,208,10
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,430,,107,235,12
2025,75797,LIL,Lille,Lille,France,Francia,423,,73,166,10
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,415,,72,120,10
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,392,,80,143,10
2025,50139,JUV,Juventus,Juventus,Italy,Italia,388,,78,172,10
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,367,,95,225,10
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,366,,85,183,10
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,358,,61,170,10
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,351,,101,138,8
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,344,,73,114,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,328,,73,155,8
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,325,,75,220,8
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,322,,70,213,8
2025,50058,MIL,Milan,Milan,Italy,Italia,321,,90,157,10
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,319,,65,199,8
2025,52969,BOL,Bologna,Bologna,Italy,Italia,318,,74,147,8
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,316,,69,183,8
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,311,,63,159,8
2025,52919,MCI,Man City,Man City,England,Inglaterra,309,,61,93,10
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,297,,86,178,8
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,294,,71,234,8
2025,2602798,GIR,Girona,Girona,Spain,España,250,,90,125,8
