season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,disciplinary__fouls_committed,disciplinary__fouls_suffered,disciplinary__yellow_cards,disciplinary__red_cards,disciplinary__matches_appearance
2002,50058,MIL,Milan,Milan,Italy,Italia,278,298,23.0,,17
2002,50138,INT,Inter,Inter,Italy,Italia,252,272,33.0,3.0,16
2002,52268,VAL,Valencia,Valencia,Spain,España,251,268,27.0,3.0,14
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,244,173,11.0,1.0,12
2002,50080,BAR,Barcelona,Barcelona,Spain,España,229,232,26.0,,14
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,222,162,27.0,1.0,12
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,204,282,17.0,,16
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,202,149,26.0,,14
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,192,229,23.0,,12
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,180,223,11.0,1.0,12
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,179,179,17.0,,12
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,165,173,11.0,,12
2002,59044,DEP,Deportivo,Deportivo,Spain,España,158,210,15.0,,12
2002,52277,LEN,Lens,Lens,France,Francia,137,90,7.0,,6
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,134,99,15.0,,6
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,119,115,13.0,,6
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,118,79,18.0,,6
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,116,71,17.0,,6
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,114,116,16.0,1.0,6
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,110,73,9.0,,6
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,105,84,15.0,,6
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,98,88,6.0,,6
2002,61582,GEN,Genk,Genk,Belgium,Bélgica,94,62,9.0,1.0,6
2002,5312,LYO,Lyon,Lyon,France,Francia,92,115,6.0,,6
2002,52269,AJA,Auxerre,Auxerre,France,Francia,92,98,8.0,2.0,6
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,91,116,7.0,,6
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,90,110,4.0,,6
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,79,97,7.0,1.0,6
2002,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,74,86,9.0,,6
2003,50064,POR,Porto,Porto,Portugal,Portugal,259,217,31.0,,13
2003,50023,MON,Monaco,Monaco,France,Francia,191,195,19.0,3.0,13
2003,59044,DEP,Deportivo,Deportivo,Spain,España,182,221,18.0,2.0,12
2003,52914,CHE,Chelsea,Chelsea,England,Inglaterra,178,162,24.0,2.0,12
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,165,145,8.0,,10
2003,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,160,102,16.0,2.0,8
2003,50037,BAY,Bayern München,Bayern München,Germany,Alemania,156,118,21.0,1.0,8
2003,50139,JUV,Juventus,Juventus,Italy,Italia,149,110,17.0,,8
2003,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,147,129,12.0,1.0,8
2003,5312,LYO,Lyon,Lyon,France,Francia,146,184,14.0,1.0,10
2003,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,138,112,6.0,,8
2003,50058,MIL,Milan,Milan,Italy,Italia,130,187,14.0,2.0,10
2003,52682,MUN,Man Utd,Man Utd,England,Inglaterra,130,107,10.0,1.0,8
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,127,115,14.0,2.0,6
2003,52748,MAR,Marseille,Marseille,France,Francia,120,93,8.0,,6
2003,50143,AJX,Ajax,Ajax,Netherlands,Holanda,120,65,16.0,1.0,6
2003,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,117,128,8.0,,8
2003,50050,CEL,Celtic,Celtic,Scotland,Escocia,117,80,11.0,,6
2003,53043,CLT,Celta,Celta,Spain,España,116,148,22.0,1.0,8
2003,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,111,97,12.0,1.0,6
2003,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,109,140,14.0,1.0,6
2003,50121,RAN,Rangers,Rangers,Scotland,Escocia,109,108,9.0,,6
2003,50062,PSV,PSV,PSV,Netherlands,Holanda,107,87,13.0,1.0,6
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,106,188,14.0,,10
2003,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,104,89,12.0,1.0,6
2003,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,104,73,10.0,2.0,6
2003,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,103,115,14.0,1.0,6
2003,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,99,90,7.0,,6
2003,50162,PRT,Partizan,Partizan,Serbia,Serbia,92,83,6.0,1.0,6
2003,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,92,82,10.0,1.0,6
2003,52973,LAZ,Lazio,Lazio,Italy,Italia,88,104,13.0,1.0,6
2003,50138,INT,Inter,Inter,Italy,Italia,86,129,9.0,,6
2004,7889,LIV,Liverpool,Liverpool,England,Inglaterra,235,195,22.0,,13
2004,50062,PSV,PSV,PSV,Netherlands,Holanda,227,186,17.0,1.0,12
2004,50058,MIL,Milan,Milan,Italy,Italia,222,213,16.0,,13
2004,50139,JUV,Juventus,Juventus,Italy,Italia,222,192,23.0,1.0,10
2004,52914,CHE,Chelsea,Chelsea,England,Inglaterra,209,185,21.0,1.0,12
2004,50138,INT,Inter,Inter,Italy,Italia,209,147,18.0,1.0,10
2004,50037,BAY,Bayern München,Bayern München,Germany,Alemania,170,154,16.0,,10
2004,50064,POR,Porto,Porto,Portugal,Portugal,155,166,20.0,,8
2004,50023,MON,Monaco,Monaco,France,Francia,153,117,10.0,1.0,8
2004,5312,LYO,Lyon,Lyon,France,Francia,146,187,10.0,,10
2004,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,144,138,24.0,1.0,8
2004,50051,RMA,Real Madrid,Real Madrid,Spain,España,141,159,14.0,1.0,8
2004,50040,BRM,Bremen,Bremen,Germany,Alemania,139,151,18.0,1.0,8
2004,52682,MUN,Man Utd,Man Utd,England,Inglaterra,137,124,10.0,,8
2004,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,129,129,17.0,1.0,6
2004,50050,CEL,Celtic,Celtic,Scotland,Escocia,122,82,12.0,,6
2004,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,118,99,11.0,1.0,6
2004,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,116,105,13.0,2.0,6
2004,50137,ROM,Roma,Roma,Italy,Italia,115,97,15.0,4.0,6
2004,52268,VAL,Valencia,Valencia,Spain,España,115,93,18.0,2.0,6
2004,50080,BAR,Barcelona,Barcelona,Spain,España,112,157,7.0,,8
2004,52280,ARS,Arsenal,Arsenal,England,Inglaterra,112,145,12.0,2.0,8
2004,50143,AJX,Ajax,Ajax,Netherlands,Holanda,110,78,9.0,,6
2004,52747,PSG,Paris,Paris,France,Francia,104,97,11.0,1.0,6
2004,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,103,115,8.0,,6
2004,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,102,71,4.0,,6
2004,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,99,107,10.0,,6
2004,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,94,113,8.0,,6
2004,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,94,108,13.0,,6
2004,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,92,86,6.0,1.0,6
2004,59044,DEP,Deportivo,Deportivo,Spain,España,88,128,12.0,,6
2004,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,86,99,9.0,3.0,6
2005,50080,BAR,Barcelona,Barcelona,Spain,España,230,266,22.0,,13
2005,50058,MIL,Milan,Milan,Italy,Italia,204,228,19.0,1.0,12
2005,52280,ARS,Arsenal,Arsenal,England,Inglaterra,197,220,17.0,2.0,13
2005,50138,INT,Inter,Inter,Italy,Italia,189,188,20.0,2.0,10
2005,50121,RAN,Rangers,Rangers,Scotland,Escocia,189,130,17.0,,8
2005,50139,JUV,Juventus,Juventus,Italy,Italia,187,137,29.0,5.0,10
2005,70691,VIL,Villarreal,Villarreal,Spain,España,186,209,29.0,,12
2005,5312,LYO,Lyon,Lyon,France,Francia,180,180,18.0,1.0,10
2005,50147,BEN,Benfica,Benfica,Portugal,Portugal,177,182,15.0,,10
2005,52914,CHE,Chelsea,Chelsea,England,Inglaterra,172,125,17.0,1.0,8
2005,50062,PSV,PSV,PSV,Netherlands,Holanda,168,132,11.0,2.0,8
2005,50040,BRM,Bremen,Bremen,Germany,Alemania,162,130,13.0,1.0,8
2005,50037,BAY,Bayern München,Bayern München,Germany,Alemania,141,148,13.0,,8
2005,50051,RMA,Real Madrid,Real Madrid,Spain,España,141,131,21.0,1.0,8
2005,51310,UDI,Udinese,Udinese,Italy,Italia,127,84,15.0,2.0,6
2005,75797,LIL,Lille,Lille,France,Francia,126,77,13.0,,6
2005,50143,AJX,Ajax,Ajax,Netherlands,Holanda,125,101,10.0,,8
2005,7889,LIV,Liverpool,Liverpool,England,Inglaterra,124,110,13.0,,8
2005,57388,SCH,Schalke,Schalke,Germany,Alemania,113,123,14.0,,6
2005,64519,PET,Petržalka,Petržalka,Slovakia,Eslovaquia,111,117,12.0,,6
2005,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,109,77,13.0,3.0,6
2005,50064,POR,Porto,Porto,Portugal,Portugal,107,114,11.0,,6
2005,52682,MUN,Man Utd,Man Utd,England,Inglaterra,106,96,17.0,2.0,6
2005,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,106,75,5.0,1.0,6
2005,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,103,137,11.0,,6
2005,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,100,60,6.0,,6
2005,52265,BET,Real Betis,Real Betis,Spain,España,98,112,16.0,,6
2005,80409,THU,Thun,Thun,Switzerland,Suiza,94,108,13.0,2.0,6
2005,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,83,87,6.0,1.0,6
2005,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,83,78,7.0,,6
2005,50042,RAP,SK Rapid,SK Rapid,Austria,Austria,81,81,9.0,,6
2005,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,74,124,11.0,1.0,6
2006,7889,LIV,Liverpool,Liverpool,England,Inglaterra,222,170,21.0,,13
2006,52682,MUN,Man Utd,Man Utd,England,Inglaterra,202,167,22.0,1.0,12
2006,52914,CHE,Chelsea,Chelsea,England,Inglaterra,196,194,24.0,,12
2006,50058,MIL,Milan,Milan,Italy,Italia,181,229,19.0,1.0,13
2006,50137,ROM,Roma,Roma,Italy,Italia,180,208,24.0,,10
2006,50037,BAY,Bayern München,Bayern München,Germany,Alemania,170,148,22.0,2.0,10
2006,5312,LYO,Lyon,Lyon,France,Francia,170,144,17.0,,8
2006,52268,VAL,Valencia,Valencia,Spain,España,165,153,22.0,,10
2006,50051,RMA,Real Madrid,Real Madrid,Spain,España,155,152,14.0,1.0,8
2006,75797,LIL,Lille,Lille,France,Francia,146,101,21.0,1.0,8
2006,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,138,82,21.0,2.0,6
2006,50138,INT,Inter,Inter,Italy,Italia,136,128,17.0,3.0,8
2006,50065,FCSB,FCSB,FCSB,Romania,Rumanía,134,75,18.0,,6
2006,50062,PSV,PSV,PSV,Netherlands,Holanda,133,97,9.0,2.0,10
2006,50064,POR,Porto,Porto,Portugal,Portugal,130,117,12.0,,8
2006,50050,CEL,Celtic,Celtic,Scotland,Escocia,126,141,17.0,,8
2006,50080,BAR,Barcelona,Barcelona,Spain,España,116,157,12.0,,8
2006,52167,HSV,Hamburg,Hamburg,Germany,Alemania,113,94,12.0,3.0,6
2006,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,112,88,13.0,,6
2006,50040,BRM,Bremen,Bremen,Germany,Alemania,111,90,12.0,,6
2006,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,106,89,6.0,,6
2006,52280,ARS,Arsenal,Arsenal,England,Inglaterra,105,104,11.0,,8
2006,50147,BEN,Benfica,Benfica,Portugal,Portugal,104,88,9.0,,6
2006,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,100,91,12.0,2.0,6
2006,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,96,101,15.0,,6
2006,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,91,135,12.0,1.0,6
2006,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,91,103,8.0,,6
2006,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,91,99,13.0,,6
2006,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,88,116,15.0,,6
2006,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,81,72,12.0,1.0,6
2006,50127,BOR,Bordeaux,Bordeaux,France,Francia,77,102,7.0,1.0,6
2006,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,73,78,8.0,,6
2008,52914,CHE,Chelsea,Chelsea,England,Inglaterra,217,201,17.0,1.0,13
2008,57388,SCH,Schalke,Schalke,Germany,Alemania,194,166,26.0,,10
2008,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,192,183,21.0,1.0,10
2008,52682,MUN,Man Utd,Man Utd,England,Inglaterra,192,176,17.0,,13
2008,7889,LIV,Liverpool,Liverpool,England,Inglaterra,188,143,17.0,1.0,12
2008,50080,BAR,Barcelona,Barcelona,Spain,España,154,180,20.0,,12
2008,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,147,117,17.0,1.0,8
2008,50051,RMA,Real Madrid,Real Madrid,Spain,España,141,147,17.0,1.0,8
2008,50137,ROM,Roma,Roma,Italy,Italia,134,170,23.0,,10
2008,50138,INT,Inter,Inter,Italy,Italia,133,138,20.0,4.0,8
2008,5312,LYO,Lyon,Lyon,France,Francia,130,98,17.0,,8
2008,52280,ARS,Arsenal,Arsenal,England,Inglaterra,129,146,17.0,,10
2008,50050,CEL,Celtic,Celtic,Scotland,Escocia,129,104,15.0,,8
2008,50064,POR,Porto,Porto,Portugal,Portugal,128,156,11.0,1.0,8
2008,50058,MIL,Milan,Milan,Italy,Italia,127,132,15.0,,8
2008,50062,PSV,PSV,PSV,Netherlands,Holanda,125,98,8.0,1.0,6
2008,52714,SEV,Sevilla,Sevilla,Spain,España,121,152,14.0,,8
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,110,92,12.0,,6
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,110,68,12.0,,6
2008,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,105,104,15.0,,6
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,101,70,9.0,,6
2008,52973,LAZ,Lazio,Lazio,Italy,Italia,100,105,12.0,1.0,6
2008,50040,BRM,Bremen,Bremen,Germany,Alemania,97,90,10.0,1.0,6
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,95,81,8.0,,6
2008,52748,MAR,Marseille,Marseille,France,Francia,94,95,13.0,,6
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,93,75,9.0,1.0,6
2008,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,90,80,8.0,,6
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,82,84,12.0,,6
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,82,68,10.0,,6
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,79,66,10.0,,6
2008,52268,VAL,Valencia,Valencia,Spain,España,78,91,8.0,1.0,6
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,71,87,15.0,1.0,6
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,209,193,30.0,2.0,12
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,178,151,20.0,,12
2009,7889,LIV,Liverpool,Liverpool,England,Inglaterra,175,121,17.0,,10
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,167,164,14.0,1.0,13
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,160,145,15.0,,8
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,159,170,17.0,,10
2009,5312,LYO,Lyon,Lyon,France,Francia,154,128,22.0,1.0,8
2009,50139,JUV,Juventus,Juventus,Italy,Italia,148,145,19.0,1.0,8
2009,50080,BAR,Barcelona,Barcelona,Spain,España,145,227,22.0,1.0,13
2009,50064,POR,Porto,Porto,Portugal,Portugal,145,165,16.0,1.0,10
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,144,123,13.0,1.0,8
2009,50138,INT,Inter,Inter,Italy,Italia,142,120,12.0,,8
2009,70691,VIL,Villarreal,Villarreal,Spain,España,129,168,21.0,3.0,10
2009,50137,ROM,Roma,Roma,Italy,Italia,127,142,16.0,,8
2009,50124,ATM,Atleti,Atleti,Spain,España,127,130,17.0,,8
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,119,90,19.0,,6
2009,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,117,102,14.0,1.0,6
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,116,145,11.0,,8
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,115,93,16.0,1.0,6
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,112,88,18.0,1.0,6
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,110,93,13.0,,6
2009,50127,BOR,Bordeaux,Bordeaux,France,Francia,109,95,14.0,1.0,6
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,106,91,17.0,1.0,6
2009,50062,PSV,PSV,PSV,Netherlands,Holanda,105,53,13.0,,6
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,102,95,17.0,,6
2009,52897,ANO,Anorthosis,Anorthosis,Cyprus,Chipre,98,111,10.0,,6
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,97,67,8.0,,6
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,92,68,16.0,1.0,6
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,91,77,11.0,1.0,6
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,84,82,7.0,,6
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,80,77,8.0,1.0,6
2009,52748,MAR,Marseille,Marseille,France,Francia,62,95,6.0,,6
2010,50138,INT,Inter,Inter,Italy,Italia,196,211,32.0,2.0,13
2010,5312,LYO,Lyon,Lyon,France,Francia,185,172,27.0,2.0,12
2010,50037,BAY,Bayern München,Bayern München,Germany,Alemania,169,211,23.0,3.0,13
2010,50080,BAR,Barcelona,Barcelona,Spain,España,167,183,19.0,1.0,12
2010,50127,BOR,Bordeaux,Bordeaux,France,Francia,156,164,12.0,1.0,10
2010,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,154,114,25.0,2.0,10
2010,52280,ARS,Arsenal,Arsenal,England,Inglaterra,147,158,19.0,,10
2010,52682,MUN,Man Utd,Man Utd,England,Inglaterra,139,115,15.0,2.0,10
2010,52914,CHE,Chelsea,Chelsea,England,Inglaterra,137,102,14.0,1.0,8
2010,50051,RMA,Real Madrid,Real Madrid,Spain,España,136,100,22.0,,8
2010,50064,POR,Porto,Porto,Portugal,Portugal,135,112,14.0,2.0,8
2010,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,133,110,15.0,2.0,8
2010,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,125,116,14.0,,8
2010,50058,MIL,Milan,Milan,Italy,Italia,117,157,17.0,,8
2010,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,115,78,13.0,2.0,6
2010,51150,ZUR,Zürich,Zürich,Switzerland,Suiza,113,79,14.0,1.0,6
2010,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,112,137,18.0,2.0,8
2010,50139,JUV,Juventus,Juventus,Italy,Italia,111,107,10.0,,6
2010,52958,DEB,Debrecen,Debrecen,Hungary,Hungría,108,81,7.0,,6
2010,52327,AZ,AZ Alkmaar,AZ Alkmaar,Netherlands,Holanda,104,65,9.0,,6
2010,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,98,95,15.0,,6
2010,52714,SEV,Sevilla,Sevilla,Spain,España,97,129,9.0,,8
2010,52748,MAR,Marseille,Marseille,France,Francia,96,105,14.0,2.0,6
2010,92507,URZ,Unirea Urziceni,Unirea Urziceni,Romania,Rumanía,94,99,15.0,,6
2010,52165,STD,Standard Liège,Standard Liège,Belgium,Bélgica,94,86,13.0,1.0,6
2010,82818,RUB,Rubin,Rubin,Russia,Rusia,94,81,12.0,,6
2010,50124,ATM,Atleti,Atleti,Spain,España,93,82,12.0,,6
