season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,disciplinary__fouls_committed,disciplinary__fouls_suffered,disciplinary__yellow_cards,disciplinary__red_cards,disciplinary__matches_appearance
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,87,83,11.0,1.0,6
2018,50023,MON,Monaco,Monaco,France,Francia,87,76,14.0,1.0,6
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,87,70,15.0,0.0,6
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85,98,17.0,2.0,8
2018,52747,PSG,Paris,Paris,France,Francia,81,91,13.0,1.0,8
2018,50124,ATM,Atleti,Atleti,Spain,España,80,70,7.0,1.0,6
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,79,63,13.0,0.0,6
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,72,59,14.0,3.0,6
2018,50136,NAP,Napoli,Napoli,Italy,Italia,70,75,13.0,0.0,6
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,69,59,6.0,1.0,6
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,67,63,12.0,0.0,6
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,65,82,13.0,2.0,6
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,63,68,13.0,0.0,6
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,61,58,9.0,0.0,6
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,53,61,10.0,0.0,6
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,51,48,6.0,0.0,6
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,167,122,23.0,1.0,13
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,164,156,28.0,1.0,12
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,157,125,21.0,0.0,13
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,155,109,21.0,1.0,10
2019,50064,POR,Porto,Porto,Portugal,Portugal,149,139,20.0,0.0,10
2019,50139,JUV,Juventus,Juventus,Italy,Italia,126,142,16.0,1.0,10
2019,50080,BAR,Barcelona,Barcelona,Spain,España,123,177,21.0,1.0,12
2019,52919,MCI,Man City,Man City,England,Inglaterra,120,88,16.0,1.0,10
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,109,62,16.0,2.0,6
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,103,94,17.0,0.0,8
2019,50137,ROM,Roma,Roma,Italy,Italia,100,92,13.0,1.0,8
2019,50124,ATM,Atleti,Atleti,Spain,España,92,85,24.0,1.0,8
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,91,80,16.0,1.0,6
2019,52747,PSG,Paris,Paris,France,Francia,87,121,18.0,0.0,8
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,87,91,12.0,1.0,8
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,87,60,17.0,0.0,6
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,85,92,15.0,1.0,6
2019,50138,INT,Inter,Inter,Italy,Italia,85,73,15.0,0.0,6
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,84,66,16.0,2.0,6
2019,5312,LYO,Lyon,Lyon,France,Francia,83,99,13.0,0.0,8
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,82,73,14.0,0.0,6
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,82,58,15.0,2.0,6
2019,52268,VAL,Valencia,Valencia,Spain,España,81,107,20.0,0.0,6
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,81,59,15.0,2.0,6
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,80,81,14.0,1.0,8
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,74,73,10.0,0.0,6
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,73,79,15.0,1.0,6
2019,50023,MON,Monaco,Monaco,France,Francia,68,70,13.0,0.0,6
2019,50136,NAP,Napoli,Napoli,Italy,Italia,67,70,13.0,0.0,6
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,61,47,8.0,0.0,6
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,58,66,11.0,0.0,8
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,55,77,10.0,0.0,6
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,152,107,25.0,0.0,9
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,151,96,22.0,0.0,10
2020,52747,PSG,Paris,Paris,France,Francia,136,192,30.0,0.0,11
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,133,104,13.0,0.0,11
2020,5312,LYO,Lyon,Lyon,France,Francia,124,109,23.0,0.0,10
2020,50124,ATM,Atleti,Atleti,Spain,España,112,122,16.0,0.0,9
2020,50080,BAR,Barcelona,Barcelona,Spain,España,102,122,25.0,1.0,9
2020,52919,MCI,Man City,Man City,England,Inglaterra,101,85,16.0,2.0,9
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,101,80,14.0,1.0,8
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,96,97,14.0,0.0,8
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,94,74,21.0,0.0,6
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,94,58,18.0,3.0,6
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,93,78,14.0,2.0,8
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,93,61,20.0,2.0,6
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,93,61,16.0,0.0,6
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,93,34,10.0,0.0,6
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,92,64,7.0,1.0,6
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,91,59,18.0,1.0,6
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,90,65,11.0,0.0,8
2020,50139,JUV,Juventus,Juventus,Italy,Italia,85,117,11.0,0.0,8
2020,75797,LIL,Lille,Lille,France,Francia,85,56,15.0,0.0,6
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,83,77,12.0,0.0,6
2020,50138,INT,Inter,Inter,Italy,Italia,78,87,19.0,0.0,6
2020,52268,VAL,Valencia,Valencia,Spain,España,75,145,19.0,2.0,8
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,75,72,16.0,1.0,6
2020,50136,NAP,Napoli,Napoli,Italy,Italia,73,94,14.0,0.0,8
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,70,90,13.0,1.0,8
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,63,53,17.0,1.0,6
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,62,70,14.0,0.0,6
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,62,69,9.0,0.0,6
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,53,99,11.0,2.0,6
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,47,75,10.0,0.0,6
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,182,140,20.0,0.0,13
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,137,101,20.0,1.0,10
2021,50064,POR,Porto,Porto,Portugal,Portugal,132,154,25.0,2.0,10
2021,52919,MCI,Man City,Man City,England,Inglaterra,132,102,18.0,0.0,13
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,130,106,21.0,0.0,8
2021,52747,PSG,Paris,Paris,France,Francia,128,174,31.0,4.0,12
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,125,138,24.0,0.0,12
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,124,83,18.0,0.0,10
2021,50139,JUV,Juventus,Juventus,Italy,Italia,118,95,22.0,1.0,8
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,104,69,13.0,0.0,8
2021,55031,REN,Rennes,Rennes,France,Francia,103,58,17.0,1.0,6
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,99,91,9.0,0.0,10
2021,50124,ATM,Atleti,Atleti,Spain,España,94,96,19.0,1.0,8
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,93,107,11.0,1.0,8
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,89,74,11.0,0.0,6
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,88,70,11.0,1.0,6
2021,52714,SEV,Sevilla,Sevilla,Spain,España,87,113,21.0,1.0,8
2021,50080,BAR,Barcelona,Barcelona,Spain,España,82,93,12.0,1.0,8
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,82,74,13.0,1.0,6
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,77,66,11.0,1.0,6
2021,50138,INT,Inter,Inter,Italy,Italia,77,57,24.0,1.0,6
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,76,97,24.0,0.0,8
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,76,72,16.0,0.0,6
2021,52748,MAR,Marseille,Marseille,France,Francia,75,67,15.0,1.0,6
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,72,75,12.0,1.0,6
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,71,66,12.0,1.0,6
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,71,65,19.0,0.0,6
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,70,94,10.0,0.0,6
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,69,53,13.0,0.0,6
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,67,87,14.0,0.0,6
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,66,65,9.0,1.0,6
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,52,79,8.0,0.0,6
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,151,122,15.0,0.0,13
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,134,92,15.0,0.0,10
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,129,89,16.0,0.0,8
2022,50124,ATM,Atleti,Atleti,Spain,España,128,113,25.0,4.0,10
2022,52919,MCI,Man City,Man City,England,Inglaterra,126,119,23.0,1.0,12
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,120,153,26.0,0.0,13
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,117,78,15.0,0.0,8
2022,70691,VIL,Villarreal,Villarreal,Spain,España,115,115,26.0,2.0,12
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,115,94,12.0,0.0,10
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,110,127,20.0,0.0,10
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,97,65,14.0,1.0,6
2022,75797,LIL,Lille,Lille,France,Francia,89,113,26.0,0.0,8
2022,50064,POR,Porto,Porto,Portugal,Portugal,89,74,17.0,3.0,6
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,88,67,26.0,2.0,6
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,87,44,11.0,0.0,6
2022,50138,INT,Inter,Inter,Italy,Italia,86,78,12.0,2.0,8
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,85,115,21.0,0.0,8
2022,50080,BAR,Barcelona,Barcelona,Spain,España,83,66,13.0,1.0,6
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,80,97,17.0,1.0,8
2022,50139,JUV,Juventus,Juventus,Italy,Italia,79,85,10.0,0.0,8
2022,52714,SEV,Sevilla,Sevilla,Spain,España,77,91,21.0,2.0,6
2022,52747,PSG,Paris,Paris,France,Francia,76,106,21.0,0.0,8
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,74,65,15.0,1.0,6
2022,50058,MIL,Milan,Milan,Italy,Italia,73,84,18.0,1.0,6
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,68,74,9.0,0.0,6
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,64,54,7.0,0.0,6
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,64,50,13.0,0.0,6
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,64,46,9.0,2.0,6
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,63,69,16.0,2.0,6
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,62,57,11.0,0.0,6
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,54,81,10.0,0.0,6
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,50,65,9.0,1.0,6
2023,50058,MIL,Milan,Milan,Italy,Italia,168,149,30.0,1.0,12
2023,50138,INT,Inter,Inter,Italy,Italia,167,148,28.0,1.0,13
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,137,121,25.0,1.0,10
2023,52919,MCI,Man City,Man City,England,Inglaterra,125,121,22.0,1.0,13
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,121,94,23.0,2.0,10
2023,50136,NAP,Napoli,Napoli,Italy,Italia,110,132,20.0,1.0,10
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,109,88,18.0,2.0,8
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,103,89,19.0,0.0,10
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,102,86,22.0,2.0,8
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,99,127,15.0,0.0,12
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,93,60,11.0,0.0,8
2023,50064,POR,Porto,Porto,Portugal,Portugal,91,102,25.0,3.0,8
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,80,50,19.0,1.0,6
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,78,48,15.0,1.0,6
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,77,50,11.0,0.0,6
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,77,46,14.0,0.0,6
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,74,79,17.0,0.0,8
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,72,67,27.0,1.0,8
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,71,42,12.0,1.0,6
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,68,75,8.0,0.0,8
2023,50139,JUV,Juventus,Juventus,Italy,Italia,68,67,14.0,0.0,6
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,67,73,17.0,3.0,6
2023,52748,MAR,Marseille,Marseille,France,Francia,66,81,11.0,1.0,6
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,65,47,16.0,0.0,6
2023,52747,PSG,Paris,Paris,France,Francia,64,114,14.0,0.0,8
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,61,75,13.0,0.0,6
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,59,52,12.0,1.0,6
2023,50080,BAR,Barcelona,Barcelona,Spain,España,57,70,10.0,0.0,6
2023,52714,SEV,Sevilla,Sevilla,Spain,España,56,75,13.0,0.0,6
2023,50124,ATM,Atleti,Atleti,Spain,España,56,60,13.0,0.0,6
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,50,55,10.0,1.0,6
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,50,37,7.0,0.0,6
2024,52747,PSG,Paris,Paris,France,Francia,134,126,30.0,0.0,12
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,134,117,23.0,0.0,13
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,130,132,22.0,0.0,13
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,129,109,14.0,0.0,10
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,126,71,18.0,0.0,8
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,122,121,16.0,1.0,12
2024,50124,ATM,Atleti,Atleti,Spain,España,115,86,26.0,1.0,10
2024,50080,BAR,Barcelona,Barcelona,Spain,España,104,117,31.0,3.0,10
2024,50064,POR,Porto,Porto,Portugal,Portugal,94,118,17.0,0.0,8
2024,50136,NAP,Napoli,Napoli,Italy,Italia,93,96,14.0,0.0,8
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,87,49,15.0,1.0,6
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,86,98,19.0,0.0,8
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,86,81,13.0,0.0,8
2024,50138,INT,Inter,Inter,Italy,Italia,84,114,18.0,0.0,8
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,83,92,25.0,0.0,8
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,82,58,21.0,0.0,6
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,81,51,16.0,0.0,6
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,79,54,18.0,0.0,6
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,79,52,19.0,2.0,8
2024,52277,LEN,Lens,Lens,France,Francia,75,83,25.0,1.0,6
2024,52714,SEV,Sevilla,Sevilla,Spain,España,75,67,16.0,2.0,6
2024,52919,MCI,Man City,Man City,England,Inglaterra,74,125,10.0,0.0,10
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,73,48,14.0,0.0,6
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,72,71,15.0,0.0,6
2024,50058,MIL,Milan,Milan,Italy,Italia,71,74,17.0,0.0,6
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,71,55,15.0,0.0,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,67,80,11.0,0.0,6
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,65,57,13.0,2.0,6
2024,52336,BRA,Braga,Braga,Portugal,Portugal,62,66,11.0,1.0,6
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,59,43,15.0,2.0,6
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,51,71,16.0,3.0,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,49,75,10.0,2.0,6
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,171,130,24.0,0.0,14
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,162,149,38.0,2.0,14
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,157,135,28.0,0.0,14
2025,52747,PSG,Paris,Paris,France,Francia,155,171,19.0,1.0,17
2025,50138,INT,Inter,Inter,Italy,Italia,144,169,36.0,0.0,15
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,135,127,22.0,1.0,14
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,130,104,28.0,1.0,12
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,126,117,24.0,1.0,12
2025,50080,BAR,Barcelona,Barcelona,Spain,España,125,161,16.0,2.0,14
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,123,125,20.0,0.0,12
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,120,108,18.0,2.0,12
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,119,83,27.0,2.0,10
2025,50023,MON,Monaco,Monaco,France,Francia,118,124,23.0,3.0,10
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,116,76,24.0,0.0,8
2025,52969,BOL,Bologna,Bologna,Italy,Italia,115,104,30.0,0.0,8
2025,2602798,GIR,Girona,Girona,Spain,España,115,94,25.0,1.0,8
2025,50139,JUV,Juventus,Juventus,Italy,Italia,115,88,15.0,2.0,10
2025,2601306,BRE,Brest,Brest,France,Francia,113,116,21.0,0.0,10
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,108,82,19.0,1.0,10
2025,50058,MIL,Milan,Milan,Italy,Italia,107,113,31.0,2.0,10
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,105,146,17.0,0.0,10
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,105,86,19.0,1.0,8
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,104,98,19.0,2.0,12
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,103,91,20.0,1.0,10
2025,50124,ATM,Atleti,Atleti,Spain,España,102,97,19.0,1.0,10
2025,75797,LIL,Lille,Lille,France,Francia,100,107,23.0,2.0,10
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,93,78,10.0,1.0,10
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,92,81,18.0,1.0,8
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,91,96,13.0,0.0,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,89,70,16.0,0.0,8
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85,72,16.0,1.0,8
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,84,80,23.0,1.0,8
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,82,55,13.0,0.0,8
2025,52919,MCI,Man City,Man City,England,Inglaterra,79,71,12.0,0.0,10
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,78,106,16.0,0.0,8
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,72,102,17.0,1.0,8
