season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,goals__goals,goals__goals_scored_with_right,goals__goals_scored_with_left,goals__goals_scored_head,goals__goals_scored_inside_penalty_area,goals__goals_scored_outside_penalty_area,goals__penalty_scored,goals__matches_appearance
2011,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,7,4.0,,1.0,3.0,2.0,1.0,8
2011,59869,HTA,H. Tel Aviv,H. Tel Aviv,Israel,Israel,7,3.0,2.0,1.0,7.0,,1.0,6
2011,50147,BEN,Benfica,Benfica,Portugal,Portugal,7,2.0,2.0,3.0,6.0,1.0,,6
2011,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,5.0,,1.0,3.0,3.0,,6
2011,50040,BRM,Bremen,Bremen,Germany,Alemania,6,3.0,1.0,2.0,3.0,3.0,,6
2011,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,6,,1.0,5.0,6.0,,,6
2011,52336,BRA,Braga,Braga,Portugal,Portugal,5,1.0,3.0,1.0,4.0,,,6
2011,52269,AJA,Auxerre,Auxerre,France,Francia,3,2.0,1.0,,1.0,1.0,,6
2011,61601,ZIL,Žilina,Žilina,Slovakia,Eslovaquia,3,2.0,,1.0,2.0,1.0,,6
2011,50121,RAN,Rangers,Rangers,Scotland,Escocia,3,1.0,1.0,1.0,3.0,,,6
2011,52695,BUR,Bursaspor,Bursaspor,Türkiye,Turquía,2,2.0,,,2.0,,,6
2011,50162,PRT,Partizan,Partizan,Serbia,Serbia,2,1.0,,,1.0,1.0,1.0,6
2011,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,2,1.0,,,1.0,,,6
2011,82818,RUB,Rubin,Rubin,Russia,Rusia,2,,,,2.0,,2.0,6
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,35,24.0,7.0,,27.0,5.0,2.0,12
2012,50080,BAR,Barcelona,Barcelona,Spain,España,35,13.0,10.0,3.0,29.0,1.0,5.0,12
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,26,10.0,8.0,1.0,23.0,1.0,1.0,13
2012,52914,CHE,Chelsea,Chelsea,England,Inglaterra,25,12.0,6.0,5.0,20.0,3.0,2.0,13
2012,50058,MIL,Milan,Milan,Italy,Italia,16,10.0,2.0,2.0,13.0,2.0,2.0,10
2012,50136,NAP,Napoli,Napoli,Italy,Italia,14,6.0,2.0,4.0,11.0,2.0,1.0,8
2012,50147,BEN,Benfica,Benfica,Portugal,Portugal,13,7.0,4.0,1.0,10.0,,,10
2012,52268,VAL,Valencia,Valencia,Spain,España,12,6.0,3.0,2.0,10.0,2.0,1.0,6
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,12,3.0,4.0,3.0,11.0,1.0,2.0,8
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,11,5.0,4.0,1.0,8.0,1.0,,8
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,11,4.0,2.0,2.0,10.0,,2.0,6
2012,5312,LYO,Lyon,Lyon,France,Francia,10,8.0,1.0,,9.0,1.0,,8
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,10,6.0,3.0,1.0,9.0,1.0,,8
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,10,6.0,1.0,2.0,9.0,,1.0,8
2012,50138,INT,Inter,Inter,Italy,Italia,10,5.0,2.0,1.0,8.0,,1.0,8
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,10,3.0,3.0,4.0,9.0,1.0,,8
2012,52919,MCI,Man City,Man City,England,Inglaterra,9,5.0,2.0,,6.0,2.0,1.0,6
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,9,3.0,4.0,,7.0,1.0,2.0,10
2012,52748,MAR,Marseille,Marseille,France,Francia,9,3.0,2.0,3.0,8.0,1.0,1.0,10
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,8,2.0,3.0,3.0,7.0,1.0,,6
2012,50064,POR,Porto,Porto,Portugal,Portugal,7,3.0,2.0,,4.0,1.0,1.0,6
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,6.0,,,5.0,1.0,,6
2012,75797,LIL,Lille,Lille,France,Francia,6,5.0,,,4.0,1.0,,6
2012,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,6,4.0,1.0,,3.0,3.0,1.0,6
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,3.0,3.0,,6.0,,,6
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,4,3.0,1.0,,4.0,,,6
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,3,2.0,1.0,,3.0,,,6
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,3,1.0,1.0,,2.0,1.0,1.0,6
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,3,1.0,,1.0,3.0,,,6
2012,70691,VIL,Villarreal,Villarreal,Spain,España,2,1.0,1.0,,2.0,,,6
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,2,1.0,1.0,,2.0,,,6
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,2,,1.0,,2.0,,1.0,6
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,31,16.0,8.0,5.0,24.0,6.0,1.0,13
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,26,16.0,6.0,4.0,17.0,10.0,,12
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,24,16.0,3.0,2.0,22.0,1.0,2.0,13
2013,52747,PSG,Paris,Paris,France,Francia,20,12.0,6.0,1.0,19.0,1.0,1.0,10
2013,50080,BAR,Barcelona,Barcelona,Spain,España,18,5.0,11.0,1.0,12.0,6.0,1.0,12
2013,50139,JUV,Juventus,Juventus,Italy,Italia,17,12.0,3.0,1.0,13.0,3.0,,10
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,16,10.0,3.0,2.0,11.0,5.0,1.0,6
2013,74069,MAL,Málaga,Málaga,Spain,España,16,7.0,7.0,1.0,11.0,5.0,1.0,10
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,14,12.0,2.0,,12.0,2.0,,8
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,14,7.0,3.0,4.0,12.0,2.0,,10
2013,52268,VAL,Valencia,Valencia,Spain,España,14,7.0,3.0,1.0,11.0,3.0,3.0,8
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,13,6.0,4.0,2.0,12.0,1.0,1.0,8
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,13,4.0,4.0,3.0,10.0,3.0,,8
2013,50064,POR,Porto,Porto,Portugal,Portugal,11,7.0,3.0,1.0,10.0,,,8
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,11,,5.0,4.0,9.0,1.0,1.0,8
2013,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,9,7.0,2.0,,6.0,2.0,,6
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,9,7.0,1.0,,6.0,2.0,,6
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,9,5.0,3.0,1.0,8.0,1.0,,6
2013,50058,MIL,Milan,Milan,Italy,Italia,9,4.0,3.0,1.0,6.0,2.0,,8
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,9,3.0,,4.0,7.0,1.0,1.0,8
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,8,3.0,2.0,3.0,5.0,3.0,,6
2013,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,7,5.0,,,4.0,1.0,,6
2013,52336,BRA,Braga,Braga,Portugal,Portugal,7,4.0,1.0,1.0,5.0,2.0,1.0,6
2013,52919,MCI,Man City,Man City,England,Inglaterra,7,3.0,2.0,,6.0,1.0,2.0,6
2013,50128,MON,Montpellier,Montpellier,France,Francia,6,3.0,1.0,,4.0,2.0,2.0,6
2013,52826,ZEN,Zenit,Zenit,Russia,Rusia,6,2.0,2.0,1.0,6.0,1.0,1.0,6
2013,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,6,,3.0,2.0,3.0,2.0,,6
2013,50147,BEN,Benfica,Benfica,Portugal,Portugal,5,2.0,1.0,2.0,5.0,,,6
2013,79940,NRS,Nordsjælland,Nordsjælland,Denmark,Dinamarca,4,4.0,,,3.0,,,6
2013,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,4,2.0,2.0,,4.0,,,6
2013,75797,LIL,Lille,Lille,France,Francia,4,2.0,1.0,1.0,2.0,2.0,,6
2013,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,1,,,,1.0,,1.0,6
2014,50051,RMA,Real Madrid,Real Madrid,Spain,España,41,18.0,15.0,6.0,35.0,6.0,2.0,13
2014,50124,ATM,Atleti,Atleti,Spain,España,26,13.0,6.0,5.0,22.0,5.0,1.0,13
2014,52747,PSG,Paris,Paris,France,Francia,25,7.0,11.0,5.0,20.0,4.0,1.0,10
2014,50037,BAY,Bayern München,Bayern München,Germany,Alemania,24,9.0,9.0,4.0,20.0,4.0,2.0,12
2014,50080,BAR,Barcelona,Barcelona,Spain,España,21,6.0,8.0,3.0,19.0,2.0,3.0,10
2014,52914,CHE,Chelsea,Chelsea,England,Inglaterra,19,13.0,3.0,1.0,16.0,3.0,1.0,12
2014,52919,MCI,Man City,Man City,England,Inglaterra,19,6.0,7.0,3.0,17.0,2.0,3.0,8
2014,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,18,11.0,3.0,1.0,16.0,1.0,2.0,10
2014,52682,MUN,Man Utd,Man Utd,England,Inglaterra,17,7.0,2.0,1.0,12.0,3.0,1.0,10
2014,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,12,6.0,4.0,1.0,10.0,2.0,1.0,8
2014,50136,NAP,Napoli,Napoli,Italy,Italia,10,6.0,3.0,1.0,7.0,4.0,,6
2014,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,10,4.0,2.0,2.0,7.0,4.0,1.0,8
2014,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,9,8.0,,1.0,9.0,,,8
2014,50058,MIL,Milan,Milan,Italy,Italia,9,3.0,1.0,2.0,7.0,,1.0,8
2014,52280,ARS,Arsenal,Arsenal,England,Inglaterra,9,2.0,6.0,1.0,9.0,,,8
2014,52826,ZEN,Zenit,Zenit,Russia,Rusia,9,1.0,4.0,2.0,5.0,3.0,1.0,8
2014,50139,JUV,Juventus,Juventus,Italy,Italia,9,1.0,1.0,3.0,9.0,,4.0,6
2014,57388,SCH,Schalke,Schalke,Germany,Alemania,8,8.0,,,4.0,4.0,,8
2014,50147,BEN,Benfica,Benfica,Portugal,Portugal,8,2.0,3.0,1.0,7.0,,1.0,6
2014,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,8,,4.0,1.0,7.0,,2.0,6
2014,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,7,4.0,2.0,1.0,5.0,2.0,,6
2014,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,6,4.0,,2.0,5.0,2.0,,6
2014,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,5,4.0,1.0,,4.0,1.0,,6
2014,50143,AJX,Ajax,Ajax,Netherlands,Holanda,5,3.0,1.0,1.0,4.0,1.0,,6
2014,59856,BSL,Basel,Basel,Switzerland,Suiza,5,2.0,2.0,1.0,4.0,1.0,,6
2014,52748,MAR,Marseille,Marseille,France,Francia,5,,2.0,2.0,5.0,,1.0,6
2014,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,4,4.0,,,4.0,1.0,,6
2014,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,4,2.0,2.0,,4.0,,,6
2014,50064,POR,Porto,Porto,Portugal,Portugal,4,1.0,,2.0,4.0,,,6
2014,50050,CEL,Celtic,Celtic,Scotland,Escocia,3,1.0,,1.0,2.0,2.0,1.0,6
2014,50065,FCSB,FCSB,FCSB,Romania,Rumanía,2,1.0,1.0,,2.0,1.0,,6
2014,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,1,,1.0,,1.0,1.0,,6
2015,50037,BAY,Bayern München,Bayern München,Germany,Alemania,33,23.0,2.0,8.0,26.0,7.0,4.0,12
2015,50080,BAR,Barcelona,Barcelona,Spain,España,31,17.0,11.0,3.0,23.0,2.0,0.0,13
2015,50064,POR,Porto,Porto,Portugal,Portugal,25,16.0,7.0,2.0,17.0,8.0,3.0,10
2015,50051,RMA,Real Madrid,Real Madrid,Spain,España,24,12.0,5.0,6.0,19.0,2.0,3.0,12
2015,52914,CHE,Chelsea,Chelsea,England,Inglaterra,20,11.0,3.0,4.0,15.0,3.0,4.0,8
2015,52280,ARS,Arsenal,Arsenal,England,Inglaterra,18,12.0,6.0,0.0,12.0,6.0,1.0,8
2015,50139,JUV,Juventus,Juventus,Italy,Italia,17,12.0,4.0,0.0,6.0,6.0,2.0,13
2015,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,15,13.0,1.0,1.0,15.0,,3.0,8
2015,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,15,12.0,2.0,0.0,12.0,2.0,0.0,8
2015,50124,ATM,Atleti,Atleti,Spain,España,15,4.0,6.0,4.0,11.0,4.0,0.0,10
2015,52747,PSG,Paris,Paris,France,Francia,14,4.0,5.0,4.0,11.0,2.0,0.0,10
2015,57388,SCH,Schalke,Schalke,Germany,Alemania,13,6.0,4.0,2.0,10.0,3.0,1.0,8
2015,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,12,7.0,3.0,2.0,8.0,4.0,1.0,6
2015,52919,MCI,Man City,Man City,England,Inglaterra,10,8.0,2.0,0.0,8.0,2.0,2.0,8
2015,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,10,3.0,4.0,3.0,7.0,3.0,0.0,6
2015,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,8,6.0,1.0,1.0,6.0,2.0,1.0,8
2015,59856,BSL,Basel,Basel,Switzerland,Suiza,8,5.0,3.0,0.0,5.0,3.0,0.0,8
2015,50143,AJX,Ajax,Ajax,Netherlands,Holanda,8,5.0,1.0,2.0,6.0,2.0,1.0,6
2015,50137,ROM,Roma,Roma,Italy,Italia,8,4.0,2.0,1.0,6.0,1.0,0.0,6
2015,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,8,3.0,1.0,4.0,6.0,2.0,1.0,6
2015,50023,MON,Monaco,Monaco,France,Francia,7,2.0,4.0,1.0,6.0,1.0,0.0,10
2015,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,6,3.0,2.0,1.0,5.0,1.0,1.0,6
2015,50125,ATH,Athletic Club,Athletic Club,Spain,España,5,5.0,0.0,0.0,5.0,,0.0,6
2015,7889,LIV,Liverpool,Liverpool,England,Inglaterra,5,4.0,0.0,1.0,4.0,1.0,1.0,6
2015,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,5,2.0,1.0,2.0,4.0,1.0,0.0,6
2015,50152,MAL,Malmö,Malmö,Sweden,Suecia,4,2.0,2.0,0.0,4.0,,0.0,6
2015,52826,ZEN,Zenit,Zenit,Russia,Rusia,4,2.0,1.0,1.0,4.0,,0.0,6
2015,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,4,2.0,1.0,1.0,2.0,2.0,1.0,6
2015,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,4,1.0,1.0,1.0,3.0,1.0,0.0,6
2015,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,2,1.0,1.0,0.0,2.0,,0.0,6
2015,50147,BEN,Benfica,Benfica,Portugal,Portugal,2,0.0,2.0,0.0,2.0,,0.0,6
2015,50118,APO,APOEL,APOEL,Cyprus,Chipre,1,0.0,1.0,0.0,1.0,,1.0,6
2016,50037,BAY,Bayern München,Bayern München,Germany,Alemania,30,14.0,9.0,7.0,25.0,5.0,1.0,12
2016,50051,RMA,Real Madrid,Real Madrid,Spain,España,28,16.0,7.0,4.0,24.0,3.0,2.0,13
2016,50080,BAR,Barcelona,Barcelona,Spain,España,22,10.0,10.0,2.0,21.0,1.0,3.0,10
2016,52747,PSG,Paris,Paris,France,Francia,18,10.0,3.0,4.0,13.0,4.0,0.0,10
2016,52919,MCI,Man City,Man City,England,Inglaterra,18,9.0,6.0,1.0,16.0,1.0,1.0,12
2016,50124,ATM,Atleti,Atleti,Spain,España,17,5.0,8.0,2.0,15.0,1.0,1.0,13
2016,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,15,10.0,2.0,2.0,15.0,0.0,1.0,10
2016,52914,CHE,Chelsea,Chelsea,England,Inglaterra,15,9.0,2.0,2.0,9.0,4.0,1.0,8
2016,50147,BEN,Benfica,Benfica,Portugal,Portugal,15,6.0,5.0,4.0,14.0,1.0,0.0,10
2016,52826,ZEN,Zenit,Zenit,Russia,Rusia,14,9.0,3.0,2.0,10.0,4.0,0.0,8
2016,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,13,8.0,4.0,1.0,11.0,2.0,2.0,6
2016,52280,ARS,Arsenal,Arsenal,England,Inglaterra,13,6.0,3.0,3.0,12.0,1.0,1.0,8
2016,50137,ROM,Roma,Roma,Italy,Italia,11,6.0,3.0,1.0,8.0,3.0,1.0,8
2016,50139,JUV,Juventus,Juventus,Italy,Italia,10,7.0,2.0,1.0,8.0,1.0,0.0,8
2016,4608,GNT,Gent,Gent,Belgium,Bélgica,10,5.0,2.0,3.0,10.0,1.0,1.0,8
2016,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,9,5.0,3.0,1.0,9.0,1.0,1.0,8
2016,50064,POR,Porto,Porto,Portugal,Portugal,9,4.0,1.0,4.0,10.0,0.0,0.0,6
2016,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,8,8.0,0.0,0.0,7.0,1.0,0.0,6
2016,52714,SEV,Sevilla,Sevilla,Spain,España,8,6.0,0.0,2.0,8.0,1.0,3.0,6
2016,50062,PSV,PSV,PSV,Netherlands,Holanda,8,4.0,2.0,2.0,7.0,1.0,0.0,8
2016,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,7,4.0,0.0,2.0,7.0,0.0,2.0,6
2016,52682,MUN,Man Utd,Man Utd,England,Inglaterra,7,2.0,2.0,2.0,6.0,0.0,1.0,6
2016,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,6,2.0,3.0,0.0,4.0,1.0,1.0,6
2016,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,6,2.0,3.0,0.0,3.0,2.0,0.0,6
2016,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,5,4.0,0.0,1.0,6.0,0.0,2.0,6
2016,52268,VAL,Valencia,Valencia,Spain,España,5,3.0,1.0,0.0,2.0,2.0,0.0,6
2016,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,5,1.0,2.0,2.0,3.0,2.0,0.0,6
2016,5312,LYO,Lyon,Lyon,France,Francia,5,1.0,2.0,1.0,5.0,0.0,0.0,6
2016,2600605,AST,Astana,Astana,Kazakhstan,Kazajstán,5,1.0,0.0,2.0,4.0,0.0,0.0,6
2016,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,3,0.0,0.0,2.0,3.0,0.0,0.0,6
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,1,1.0,0.0,0.0,1.0,0.0,1.0,6
2016,50152,MAL,Malmö,Malmö,Sweden,Suecia,1,1.0,0.0,0.0,1.0,0.0,0.0,6
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,36,20.0,7.0,7.0,27.0,7.0,0.0,13
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,28,11.0,9.0,6.0,24.0,3.0,0.0,10
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,27,11.0,9.0,6.0,22.0,4.0,4.0,10
2017,50080,BAR,Barcelona,Barcelona,Spain,España,26,11.0,12.0,2.0,21.0,4.0,3.0,10
2017,50139,JUV,Juventus,Juventus,Italy,Italia,22,11.0,9.0,2.0,16.0,6.0,3.0,13
2017,50023,MON,Monaco,Monaco,France,Francia,22,11.0,5.0,4.0,19.0,2.0,0.0,12
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,20,11.0,6.0,2.0,16.0,3.0,1.0,8
2017,52747,PSG,Paris,Paris,France,Francia,18,11.0,4.0,2.0,13.0,4.0,1.0,8
2017,52919,MCI,Man City,Man City,England,Inglaterra,18,10.0,8.0,0.0,16.0,2.0,1.0,8
2017,50124,ATM,Atleti,Atleti,Spain,España,15,3.0,9.0,3.0,13.0,2.0,3.0,12
2017,50136,NAP,Napoli,Napoli,Italy,Italia,13,4.0,6.0,3.0,10.0,3.0,2.0,8
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,11,4.0,7.0,0.0,10.0,1.0,2.0,8
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,11,3.0,6.0,1.0,10.0,1.0,2.0,10
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,10,6.0,1.0,1.0,6.0,2.0,1.0,8
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,9,8.0,1.0,0.0,6.0,3.0,1.0,6
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,9,5.0,3.0,1.0,7.0,2.0,2.0,6
2017,50064,POR,Porto,Porto,Portugal,Portugal,9,5.0,1.0,2.0,7.0,2.0,2.0,8
2017,52714,SEV,Sevilla,Sevilla,Spain,España,9,4.0,2.0,3.0,8.0,1.0,0.0,8
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,8,4.0,3.0,0.0,6.0,2.0,1.0,6
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,7,0.0,2.0,3.0,4.0,1.0,0.0,6
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,6,6.0,0.0,0.0,4.0,2.0,1.0,6
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,6,4.0,0.0,1.0,5.0,,1.0,6
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,6,2.0,3.0,1.0,3.0,3.0,0.0,6
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,5,5.0,0.0,0.0,5.0,,0.0,6
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,5,3.0,2.0,0.0,5.0,,1.0,6
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,5,2.0,3.0,0.0,5.0,,1.0,6
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,5,2.0,1.0,0.0,4.0,,1.0,6
2017,5312,LYO,Lyon,Lyon,France,Francia,5,1.0,2.0,2.0,5.0,,0.0,6
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,4,2.0,0.0,2.0,3.0,1.0,0.0,6
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,3,1.0,2.0,0.0,2.0,1.0,0.0,6
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,2,2.0,0.0,0.0,2.0,,0.0,6
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,0,0.0,0.0,0.0,,,0.0,6
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,41,20.0,15.0,5.0,36.0,6.0,1.0,13
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,33,20.0,8.0,3.0,29.0,5.0,4.0,13
2018,52747,PSG,Paris,Paris,France,Francia,27,16.0,5.0,4.0,22.0,4.0,1.0,8
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,26,13.0,4.0,6.0,23.0,1.0,1.0,12
2018,50137,ROM,Roma,Roma,Italy,Italia,21,11.0,5.0,4.0,17.0,5.0,3.0,12
2018,52919,MCI,Man City,Man City,England,Inglaterra,20,12.0,3.0,5.0,14.0,6.0,1.0,10
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,18,8.0,8.0,1.0,14.0,3.0,0.0,8
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,17,11.0,1.0,3.0,9.0,6.0,2.0,8
2018,50080,BAR,Barcelona,Barcelona,Spain,España,17,3.0,8.0,1.0,11.0,1.0,0.0,10
2018,50064,POR,Porto,Porto,Portugal,Portugal,15,9.0,3.0,2.0,12.0,2.0,0.0,8
2018,52714,SEV,Sevilla,Sevilla,Spain,España,15,6.0,6.0,3.0,14.0,2.0,2.0,10
2018,50139,JUV,Juventus,Juventus,Italy,Italia,14,6.0,4.0,3.0,14.0,1.0,1.0,10
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,13,10.0,1.0,2.0,9.0,4.0,1.0,8
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,13,4.0,5.0,3.0,11.0,1.0,2.0,8
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,12,3.0,6.0,3.0,11.0,3.0,2.0,8
2018,50136,NAP,Napoli,Napoli,Italy,Italia,11,9.0,1.0,1.0,9.0,2.0,3.0,6
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,11,5.0,4.0,2.0,8.0,3.0,0.0,8
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,10,7.0,2.0,0.0,7.0,2.0,1.0,6
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,9,5.0,3.0,1.0,7.0,2.0,0.0,6
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,8,4.0,3.0,0.0,5.0,2.0,1.0,6
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,8,4.0,1.0,2.0,7.0,2.0,0.0,6
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,7,3.0,2.0,2.0,6.0,1.0,0.0,6
2018,50023,MON,Monaco,Monaco,France,Francia,6,3.0,1.0,2.0,6.0,1.0,1.0,6
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,5,2.0,3.0,0.0,7.0,0.0,0.0,6
2018,50124,ATM,Atleti,Atleti,Spain,España,5,2.0,2.0,1.0,5.0,1.0,1.0,6
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,5,0.0,1.0,4.0,5.0,0.0,0.0,6
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,4,2.0,1.0,1.0,5.0,0.0,0.0,6
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,3,2.0,0.0,1.0,3.0,0.0,0.0,6
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,2,2.0,0.0,0.0,2.0,0.0,0.0,6
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,2,1.0,0.0,1.0,2.0,1.0,0.0,6
