season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,goals__goals,goals__goals_scored_with_right,goals__goals_scored_with_left,goals__goals_scored_head,goals__goals_scored_inside_penalty_area,goals__goals_scored_outside_penalty_area,goals__penalty_scored,goals__matches_appearance
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,2,1.0,0.0,0.0,1.0,0.0,0.0,6
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,1,0.0,1.0,0.0,3.0,0.0,0.0,6
2019,52919,MCI,Man City,Man City,England,Inglaterra,30,14.0,13.0,3.0,25.0,5.0,3.0,10
2019,50080,BAR,Barcelona,Barcelona,Spain,España,26,10.0,15.0,0.0,18.0,7.0,1.0,12
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,24,13.0,5.0,6.0,24.0,,4.0,13
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,22,9.0,11.0,2.0,20.0,2.0,2.0,12
2019,50064,POR,Porto,Porto,Portugal,Portugal,20,10.0,1.0,5.0,18.0,2.0,4.0,10
2019,52747,PSG,Paris,Paris,France,Francia,20,9.0,8.0,1.0,16.0,3.0,0.0,8
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,20,8.0,8.0,3.0,17.0,2.0,0.0,13
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,16,9.0,3.0,3.0,15.0,,2.0,8
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,15,6.0,6.0,3.0,13.0,1.0,0.0,8
2019,50137,ROM,Roma,Roma,Italy,Italia,14,6.0,6.0,2.0,12.0,1.0,1.0,8
2019,50139,JUV,Juventus,Juventus,Italy,Italia,14,5.0,5.0,4.0,12.0,1.0,3.0,10
2019,5312,LYO,Lyon,Lyon,France,Francia,13,5.0,7.0,1.0,11.0,2.0,0.0,8
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,11,6.0,2.0,3.0,9.0,2.0,1.0,6
2019,50124,ATM,Atleti,Atleti,Spain,España,11,5.0,5.0,1.0,10.0,1.0,0.0,8
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,10,5.0,5.0,0.0,9.0,1.0,0.0,8
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,10,4.0,4.0,1.0,9.0,,2.0,10
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,8,5.0,2.0,0.0,8.0,,2.0,6
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,8,2.0,6.0,0.0,7.0,1.0,0.0,6
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,8,1.0,6.0,1.0,7.0,1.0,3.0,8
2019,50136,NAP,Napoli,Napoli,Italy,Italia,7,5.0,1.0,0.0,6.0,1.0,0.0,6
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,7,3.0,2.0,2.0,6.0,,0.0,6
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,4.0,1.0,1.0,4.0,2.0,1.0,6
2019,52268,VAL,Valencia,Valencia,Spain,España,6,4.0,1.0,0.0,5.0,,0.0,6
2019,50138,INT,Inter,Inter,Italy,Italia,6,4.0,0.0,2.0,5.0,1.0,0.0,6
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,6,3.0,2.0,1.0,4.0,2.0,0.0,6
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,6,3.0,0.0,3.0,5.0,1.0,0.0,6
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,5,4.0,1.0,0.0,4.0,1.0,2.0,6
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,5,3.0,1.0,1.0,4.0,1.0,0.0,6
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,4,4.0,0.0,0.0,3.0,1.0,2.0,6
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,4,2.0,0.0,0.0,3.0,,0.0,6
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,2,2.0,0.0,0.0,2.0,,0.0,6
2019,50023,MON,Monaco,Monaco,France,Francia,2,2.0,0.0,0.0,2.0,,0.0,6
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,43,28.0,8.0,7.0,39.0,5.0,2.0,11
2020,52747,PSG,Paris,Paris,France,Francia,25,10.0,11.0,4.0,24.0,1.0,1.0,11
2020,52919,MCI,Man City,Man City,England,Inglaterra,21,15.0,4.0,2.0,21.0,0.0,2.0,9
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,18,10.0,6.0,2.0,15.0,3.0,2.0,8
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,17,7.0,8.0,2.0,15.0,2.0,4.0,9
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,16,12.0,1.0,3.0,13.0,3.0,4.0,10
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,16,9.0,6.0,1.0,16.0,0.0,2.0,6
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,16,8.0,3.0,5.0,15.0,1.0,1.0,8
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,15,8.0,3.0,3.0,12.0,3.0,0.0,8
2020,50080,BAR,Barcelona,Barcelona,Spain,España,15,5.0,7.0,1.0,11.0,2.0,1.0,9
2020,5312,LYO,Lyon,Lyon,France,Francia,14,7.0,6.0,1.0,12.0,2.0,2.0,10
2020,50139,JUV,Juventus,Juventus,Italy,Italia,14,5.0,8.0,1.0,10.0,4.0,1.0,8
2020,50136,NAP,Napoli,Napoli,Italy,Italia,13,11.0,2.0,0.0,11.0,2.0,4.0,8
2020,50124,ATM,Atleti,Atleti,Spain,España,13,9.0,1.0,3.0,12.0,2.0,2.0,9
2020,52268,VAL,Valencia,Valencia,Spain,España,13,6.0,5.0,1.0,8.0,4.0,1.0,8
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,12,8.0,3.0,1.0,13.0,1.0,2.0,8
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,12,5.0,2.0,3.0,8.0,2.0,0.0,6
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,10,7.0,1.0,2.0,9.0,1.0,1.0,6
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,10,6.0,4.0,0.0,9.0,1.0,0.0,8
2020,50138,INT,Inter,Inter,Italy,Italia,10,6.0,2.0,0.0,9.0,1.0,0.0,6
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,10,4.0,5.0,0.0,8.0,2.0,1.0,6
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,8,5.0,2.0,1.0,8.0,0.0,1.0,6
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,8,5.0,1.0,1.0,6.0,2.0,2.0,6
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,7,2.0,3.0,1.0,5.0,2.0,0.0,6
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,5,2.0,0.0,3.0,5.0,0.0,0.0,6
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,5,2.0,0.0,0.0,2.0,0.0,0.0,6
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,4,4.0,0.0,0.0,5.0,0.0,1.0,6
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,4,2.0,2.0,0.0,4.0,2.0,0.0,6
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,4,2.0,2.0,0.0,3.0,1.0,0.0,6
2020,75797,LIL,Lille,Lille,France,Francia,4,2.0,1.0,1.0,5.0,0.0,0.0,6
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,3,0.0,1.0,2.0,3.0,0.0,0.0,6
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,1,1.0,0.0,0.0,1.0,0.0,0.0,6
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,27,13.0,4.0,8.0,22.0,3.0,3.0,10
2021,52919,MCI,Man City,Man City,England,Inglaterra,25,14.0,9.0,1.0,18.0,6.0,2.0,13
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,23,13.0,7.0,3.0,23.0,0.0,5.0,13
2021,52747,PSG,Paris,Paris,France,Francia,22,13.0,5.0,3.0,19.0,2.0,3.0,12
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,19,11.0,4.0,3.0,15.0,3.0,2.0,12
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,19,7.0,12.0,0.0,16.0,3.0,2.0,10
2021,50080,BAR,Barcelona,Barcelona,Spain,España,18,10.0,6.0,1.0,16.0,2.0,6.0,8
2021,50139,JUV,Juventus,Juventus,Italy,Italia,18,8.0,4.0,5.0,16.0,1.0,2.0,8
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,16,9.0,4.0,2.0,13.0,2.0,2.0,8
2021,50064,POR,Porto,Porto,Portugal,Portugal,15,11.0,3.0,1.0,13.0,2.0,4.0,10
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,15,11.0,2.0,1.0,13.0,1.0,4.0,6
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,15,6.0,8.0,0.0,14.0,0.0,1.0,10
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,13,7.0,4.0,0.0,9.0,3.0,3.0,8
2021,52714,SEV,Sevilla,Sevilla,Spain,España,13,5.0,5.0,3.0,11.0,2.0,1.0,8
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,11,6.0,3.0,2.0,9.0,2.0,0.0,8
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,11,5.0,5.0,0.0,9.0,2.0,1.0,8
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,10,6.0,3.0,0.0,6.0,3.0,0.0,6
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,8,6.0,1.0,1.0,8.0,0.0,2.0,6
2021,50138,INT,Inter,Inter,Italy,Italia,7,4.0,2.0,0.0,7.0,0.0,0.0,6
2021,50124,ATM,Atleti,Atleti,Spain,España,7,4.0,1.0,1.0,6.0,1.0,0.0,8
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,7,3.0,4.0,0.0,5.0,2.0,1.0,6
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,7,2.0,4.0,0.0,2.0,5.0,0.0,6
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,6,4.0,2.0,0.0,4.0,2.0,1.0,6
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,5,5.0,0.0,0.0,5.0,0.0,1.0,6
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,5,2.0,2.0,0.0,4.0,0.0,0.0,6
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,5,2.0,1.0,2.0,5.0,0.0,2.0,6
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,4,3.0,1.0,0.0,4.0,0.0,2.0,6
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,4,2.0,1.0,0.0,3.0,0.0,0.0,6
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,4,0.0,3.0,1.0,4.0,0.0,1.0,6
2021,55031,REN,Rennes,Rennes,France,Francia,3,1.0,1.0,1.0,3.0,0.0,2.0,6
2021,52748,MAR,Marseille,Marseille,France,Francia,2,2.0,0.0,0.0,2.0,0.0,2.0,6
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,2,0.0,1.0,1.0,1.0,1.0,0.0,6
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,31,13.0,12.0,3.0,26.0,4.0,3.0,10
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,30,9.0,13.0,6.0,23.0,5.0,1.0,13
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,29,17.0,7.0,4.0,22.0,6.0,3.0,13
2022,52919,MCI,Man City,Man City,England,Inglaterra,29,14.0,9.0,5.0,26.0,2.0,2.0,12
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,22,5.0,12.0,3.0,20.0,1.0,1.0,8
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,21,13.0,4.0,4.0,21.0,0.0,2.0,10
2022,70691,VIL,Villarreal,Villarreal,Spain,España,20,8.0,9.0,3.0,20.0,0.0,2.0,12
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,15,9.0,2.0,4.0,14.0,1.0,2.0,6
2022,52747,PSG,Paris,Paris,France,Francia,15,7.0,7.0,1.0,13.0,2.0,2.0,8
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,14,8.0,2.0,3.0,13.0,0.0,1.0,10
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,14,5.0,6.0,2.0,11.0,3.0,2.0,8
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,12,9.0,2.0,1.0,9.0,3.0,0.0,8
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,12,4.0,7.0,1.0,10.0,2.0,0.0,6
2022,50139,JUV,Juventus,Juventus,Italy,Italia,11,2.0,6.0,3.0,11.0,0.0,2.0,8
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,10,5.0,3.0,2.0,10.0,0.0,2.0,6
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,10,5.0,2.0,2.0,7.0,2.0,1.0,6
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,10,4.0,6.0,0.0,9.0,1.0,3.0,8
2022,50138,INT,Inter,Inter,Italy,Italia,9,6.0,2.0,1.0,8.0,1.0,0.0,8
2022,50124,ATM,Atleti,Atleti,Spain,España,9,3.0,4.0,2.0,9.0,0.0,1.0,10
2022,75797,LIL,Lille,Lille,France,Francia,8,5.0,3.0,0.0,7.0,1.0,2.0,8
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,7,4.0,2.0,1.0,5.0,2.0,0.0,6
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,7,1.0,2.0,3.0,5.0,2.0,0.0,6
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,4.0,1.0,0.0,5.0,0.0,0.0,6
2022,50058,MIL,Milan,Milan,Italy,Italia,6,3.0,1.0,1.0,5.0,0.0,0.0,6
2022,52714,SEV,Sevilla,Sevilla,Spain,España,5,4.0,0.0,1.0,5.0,0.0,2.0,6
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,5,2.0,2.0,1.0,5.0,0.0,0.0,6
2022,50064,POR,Porto,Porto,Portugal,Portugal,4,3.0,0.0,1.0,4.0,0.0,1.0,6
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,3,0.0,1.0,2.0,3.0,0.0,1.0,6
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,2,2.0,0.0,0.0,2.0,0.0,0.0,6
2022,50080,BAR,Barcelona,Barcelona,Spain,España,2,2.0,0.0,0.0,2.0,0.0,0.0,6
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,1,1.0,0.0,0.0,1.0,0.0,0.0,6
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,1,1.0,0.0,0.0,1.0,0.0,0.0,6
2023,52919,MCI,Man City,Man City,England,Inglaterra,32,12.0,15.0,4.0,27.0,4.0,2.0,13
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,26,14.0,9.0,3.0,22.0,4.0,3.0,12
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,26,11.0,8.0,5.0,22.0,3.0,5.0,10
2023,50136,NAP,Napoli,Napoli,Italy,Italia,26,10.0,9.0,7.0,25.0,1.0,4.0,10
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,22,15.0,4.0,2.0,19.0,2.0,1.0,10
2023,50138,INT,Inter,Inter,Italy,Italia,19,8.0,8.0,2.0,18.0,1.0,1.0,13
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,19,5.0,10.0,3.0,17.0,2.0,1.0,8
2023,52747,PSG,Paris,Paris,France,Francia,16,8.0,7.0,0.0,11.0,4.0,1.0,8
2023,50058,MIL,Milan,Milan,Italy,Italia,15,1.0,8.0,5.0,14.0,0.0,2.0,12
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,14,7.0,3.0,2.0,13.0,0.0,0.0,8
2023,50064,POR,Porto,Porto,Portugal,Portugal,12,9.0,2.0,1.0,11.0,1.0,3.0,8
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,12,7.0,5.0,0.0,10.0,2.0,2.0,10
2023,50080,BAR,Barcelona,Barcelona,Spain,España,12,4.0,5.0,3.0,11.0,1.0,0.0,6
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,11,4.0,5.0,2.0,11.0,0.0,0.0,8
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,11,3.0,6.0,2.0,11.0,0.0,1.0,6
2023,50139,JUV,Juventus,Juventus,Italy,Italia,9,1.0,5.0,3.0,8.0,1.0,0.0,6
2023,52748,MAR,Marseille,Marseille,France,Francia,8,5.0,0.0,3.0,8.0,0.0,1.0,6
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,8,3.0,4.0,1.0,8.0,0.0,1.0,8
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,8,3.0,4.0,1.0,6.0,2.0,0.0,6
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,8,3.0,1.0,4.0,7.0,1.0,1.0,8
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,8,2.0,5.0,1.0,7.0,1.0,0.0,6
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,7,5.0,1.0,1.0,7.0,0.0,1.0,8
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,7,0.0,4.0,2.0,7.0,0.0,1.0,6
2023,52714,SEV,Sevilla,Sevilla,Spain,España,6,2.0,0.0,4.0,6.0,0.0,0.0,6
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,5,5.0,0.0,0.0,5.0,0.0,1.0,6
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,5,2.0,1.0,2.0,5.0,0.0,1.0,6
2023,50124,ATM,Atleti,Atleti,Spain,España,5,2.0,1.0,1.0,2.0,2.0,0.0,6
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,4,2.0,2.0,0.0,4.0,0.0,0.0,6
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,4,2.0,1.0,1.0,3.0,1.0,0.0,6
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,4,1.0,2.0,0.0,2.0,1.0,0.0,6
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,2,2.0,0.0,0.0,1.0,1.0,1.0,6
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,1,1.0,0.0,0.0,1.0,0.0,0.0,6
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,28,18.0,4.0,4.0,25.0,1.0,1.0,13
2024,52919,MCI,Man City,Man City,England,Inglaterra,28,16.0,12.0,0.0,22.0,6.0,3.0,10
2024,50124,ATM,Atleti,Atleti,Spain,España,23,10.0,9.0,1.0,17.0,3.0,0.0,10
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,21,12.0,5.0,4.0,20.0,1.0,3.0,12
2024,50080,BAR,Barcelona,Barcelona,Spain,España,20,10.0,5.0,3.0,18.0,1.0,0.0,10
2024,52747,PSG,Paris,Paris,France,Francia,19,13.0,4.0,2.0,18.0,1.0,3.0,12
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,19,12.0,6.0,0.0,16.0,3.0,1.0,10
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,17,8.0,7.0,2.0,15.0,2.0,1.0,13
2024,50064,POR,Porto,Porto,Portugal,Portugal,16,12.0,2.0,1.0,14.0,2.0,1.0,8
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,14,7.0,5.0,2.0,12.0,2.0,0.0,8
2024,50136,NAP,Napoli,Napoli,Italy,Italia,12,4.0,4.0,1.0,10.0,0.0,1.0,8
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,12,3.0,6.0,3.0,11.0,1.0,1.0,6
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,10,7.0,3.0,0.0,9.0,1.0,1.0,8
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,10,7.0,3.0,0.0,8.0,2.0,1.0,6
2024,50138,INT,Inter,Inter,Italy,Italia,10,6.0,4.0,0.0,10.0,0.0,3.0,8
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,10,4.0,1.0,4.0,8.0,1.0,0.0,6
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,9,4.0,2.0,2.0,7.0,1.0,2.0,8
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,9,2.0,5.0,1.0,7.0,1.0,0.0,6
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,8,3.0,2.0,3.0,8.0,0.0,2.0,8
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,8,1.0,6.0,1.0,7.0,1.0,0.0,8
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,7,4.0,2.0,0.0,5.0,1.0,1.0,6
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,7,3.0,2.0,1.0,6.0,0.0,0.0,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,7,3.0,2.0,0.0,6.0,1.0,0.0,6
2024,52714,SEV,Sevilla,Sevilla,Spain,España,7,2.0,2.0,3.0,7.0,0.0,1.0,6
2024,52277,LEN,Lens,Lens,France,Francia,6,5.0,1.0,0.0,5.0,1.0,1.0,6
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,6,4.0,2.0,0.0,4.0,2.0,0.0,6
2024,52336,BRA,Braga,Braga,Portugal,Portugal,6,4.0,1.0,1.0,4.0,2.0,0.0,6
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,6,3.0,3.0,0.0,5.0,1.0,0.0,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,6,3.0,2.0,1.0,5.0,1.0,0.0,6
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,5,3.0,1.0,1.0,5.0,0.0,1.0,6
2024,50058,MIL,Milan,Milan,Italy,Italia,5,2.0,2.0,1.0,5.0,0.0,0.0,6
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,4,3.0,1.0,0.0,2.0,2.0,1.0,6
2025,50080,BAR,Barcelona,Barcelona,Spain,España,43,15.0,17.0,7.0,33.0,7.0,3.0,14
2025,52747,PSG,Paris,Paris,France,Francia,38,22.0,13.0,2.0,33.0,4.0,1.0,17
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,31,18.0,9.0,3.0,27.0,4.0,7.0,14
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,31,12.0,11.0,8.0,30.0,1.0,5.0,14
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,31,10.0,14.0,6.0,24.0,6.0,2.0,14
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,29,18.0,9.0,2.0,26.0,3.0,1.0,14
2025,50138,INT,Inter,Inter,Italy,Italia,26,17.0,5.0,2.0,24.0,1.0,5.0,15
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,23,13.0,7.0,2.0,16.0,6.0,1.0,12
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,23,12.0,10.0,0.0,16.0,6.0,1.0,12
2025,50124,ATM,Atleti,Atleti,Spain,España,22,14.0,6.0,2.0,20.0,2.0,0.0,10
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,22,9.0,9.0,3.0,20.0,2.0,1.0,10
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,21,13.0,2.0,4.0,19.0,1.0,4.0,12
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,21,9.0,6.0,3.0,17.0,2.0,2.0,12
2025,52919,MCI,Man City,Man City,England,Inglaterra,21,8.0,10.0,1.0,17.0,3.0,3.0,10
2025,75797,LIL,Lille,Lille,France,Francia,19,8.0,8.0,1.0,16.0,1.0,2.0,10
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,18,7.0,7.0,4.0,16.0,2.0,2.0,10
2025,50023,MON,Monaco,Monaco,France,Francia,16,10.0,4.0,2.0,14.0,2.0,1.0,10
2025,50058,MIL,Milan,Milan,Italy,Italia,15,9.0,4.0,2.0,14.0,1.0,0.0,10
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,15,7.0,3.0,2.0,13.0,1.0,1.0,10
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,15,6.0,7.0,1.0,11.0,3.0,1.0,10
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,13,9.0,2.0,0.0,10.0,1.0,2.0,12
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,13,8.0,5.0,0.0,12.0,1.0,2.0,10
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,13,7.0,3.0,3.0,10.0,3.0,1.0,8
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,13,7.0,3.0,2.0,10.0,2.0,0.0,8
2025,50139,JUV,Juventus,Juventus,Italy,Italia,12,7.0,4.0,1.0,10.0,2.0,1.0,10
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,12,5.0,6.0,1.0,9.0,3.0,0.0,8
2025,2601306,BRE,Brest,Brest,France,Francia,10,7.0,2.0,0.0,6.0,3.0,0.0,10
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,8,7.0,1.0,0.0,7.0,1.0,1.0,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,8,4.0,2.0,2.0,8.0,0.0,1.0,8
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,7,2.0,5.0,0.0,6.0,1.0,1.0,8
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,7,2.0,4.0,0.0,5.0,1.0,0.0,8
2025,2602798,GIR,Girona,Girona,Spain,España,5,3.0,2.0,0.0,3.0,2.0,0.0,8
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,5,2.0,2.0,0.0,4.0,0.0,0.0,8
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,5,0.0,4.0,1.0,4.0,1.0,0.0,8
2025,52969,BOL,Bologna,Bologna,Italy,Italia,4,2.0,1.0,1.0,4.0,0.0,0.0,8
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,3,1.0,1.0,1.0,1.0,2.0,0.0,8
